,Major Class,Month of Travel Date,From,To,Sum of Net Tickets,Sum of Total $
5082,Economy,Apr,Montreal,Bagotville,9,5262.92
5083,Economy,Apr,Montreal,Baie Comeau,6,3952.38
5084,Economy,Apr,Montreal,Bathurst,3,2155.94
5085,Economy,Apr,Montreal,Bonaventure,1,422.54
5086,Economy,Apr,Montreal,Calgary,33,15802.47
5087,Economy,Apr,Montreal,Charlottetown,9,7434.64
5088,Economy,Apr,Montreal,Chisasibi,4,8797.91
5089,Economy,Apr,Montreal,Comox,10,6150.8
5090,Economy,Apr,Montreal,Deer Lake,1,465.05
5091,Economy,Apr,Montreal,Eastmain River,1,1041.23
5092,Economy,Apr,Montreal,Edmonton,43,25625.22
5093,Economy,Apr,Montreal,EDMONTON   AB,1,4.52
5094,Economy,Apr,Montreal,Fredericton,29,8913.84
5095,Economy,Apr,Montreal,Gander,1,369.21
5096,Economy,Apr,Montreal,Gaspe,3,1863.81
5097,Economy,Apr,Montreal,Goose Bay,1,310.0800000000001
5098,Economy,Apr,Montreal,Halifax,70,24230.75
5099,Economy,Apr,Montreal,Hamilton,1,238.83
5100,Economy,Apr,Montreal,Iles De Madeleine,1,1306.27
5101,Economy,Apr,Montreal,Inukjuak,1,2626.34
5102,Economy,Apr,Montreal,Iqaluit,1,853.59
5103,Economy,Apr,Montreal,Ivujivik,2,6260.54
5104,Economy,Apr,Montreal,Kangiqsujuaq,4,7297.45
5105,Economy,Apr,Montreal,Kangirsuk,1,2641.69
5106,Economy,Apr,Montreal,Kuujjuaq,4,7613.69
5107,Economy,Apr,Montreal,London,3,1102.29
5108,Economy,Apr,Montreal,Moncton,11,7164.8200000000015
5109,Economy,Apr,Montreal,Nanaimo,2,2330.23
5110,Economy,Apr,Montreal,Ottawa,7,3355.77
5111,Economy,Apr,Montreal,Poste De La Baleine,2,1919.68
5112,Economy,Apr,Montreal,Puvirnituq,2,4584.68
5113,Economy,Apr,Montreal,Quebec,3,1943.99
5114,Economy,Apr,Montreal,Regina,37,17495.41
5115,Economy,Apr,Montreal,Rouyn Noranda,1,482.75
5116,Economy,Apr,Montreal,Salluit,2,5022.8
5117,Economy,Apr,Montreal,Saskatoon,6,4267.94
5118,Economy,Apr,Montreal,Sault Ste Marie,3,1019.22
5119,Economy,Apr,Montreal,Schefferville,2,3767.64
5120,Economy,Apr,Montreal,Sept Iles,16,12523.760000000002
5121,Economy,Apr,Montreal,Sioux Lookout,1,23.0
5122,Economy,Apr,Montreal,Smithers,2,700.35
5123,Economy,Apr,Montreal,St John's,9,7044.91
5124,Economy,Apr,Montreal,Sydney,4,1641.16
5125,Economy,Apr,Montreal,Thunder Bay,6,2710.88
5126,Economy,Apr,Montreal,Timmins,1,740.24
5127,Economy,Apr,Montreal,Toronto,163,47007.21000000001
5128,Economy,Apr,Montreal,Umiujaq,1,2418.19
5129,Economy,Apr,Montreal,Vancouver,78,57363.01000000001
5130,Economy,Apr,Montreal,Victoria,41,24576.06
5131,Economy,Apr,Montreal,Waskaganish,1,915.2
5132,Economy,Apr,Montreal,Whitehorse,1,1306.08
5133,Economy,Apr,Montreal,Windsor,11,4939.87
5134,Economy,Apr,Montreal,Winnipeg,52,27327.56
5135,Economy,Apr,Muskrat Dam,Thunder Bay,1,392.11
5136,Economy,Apr,Nain,Goose Bay,6,3847.53
5137,Economy,Apr,Nanaimo,Calgary,6,2809.07
5138,Economy,Apr,Nanaimo,Charlottetown,2,3453.2
5139,Economy,Apr,Nanaimo,Edmonton,8,3100.36
5140,Economy,Apr,Nanaimo,Ft St John,2,1358.97
5141,Economy,Apr,Nanaimo,Halifax,2,1934.81
5142,Economy,Apr,Nanaimo,Kamloops,3,804.81
5143,Economy,Apr,Nanaimo,Kelowna,1,554.28
5144,Economy,Apr,Nanaimo,Kingston,1,880.38
5145,Economy,Apr,Nanaimo,Montreal,6,8028.47
5146,Economy,Apr,Nanaimo,Ottawa,19,13859.75
